,index_content,word,nature,content_type,index_word
8564,659,原因,n,pos,25
8575,659,招四学,nt,pos,26
8578,660,江苏,ns,pos,2
8579,660,界,n,pos,3
8588,660,四川,ns,pos,6
8591,660,世仇,n,pos,7
8592,660,变,vn,pos,8
8606,661,面子,n,pos,1
8609,661,级别,n,pos,2
8610,661,高校,n,pos,3
8611,661,校长,n,pos,4
8615,661,部级,n,pos,7
8616,661,干部,n,pos,8
8623,661,小企业,n,pos,9
8627,662,网,n,pos,1
8634,662,企业,n,pos,5
8639,663,学生,n,pos,3
8645,663,四学,n,pos,6
8647,663,方式,n,pos,7
8649,664,从小红,nr,pos,1
8650,664,书,n,pos,2
8659,664,话,n,pos,6
8663,664,博主,n,pos,8
8668,664,底线,n,pos,11
8680,664,明白,nr,pos,13
8684,664,帖子,n,pos,16
8690,664,恶心,n,pos,19
8695,664,人教,nz,pos,21
8702,664,真让人,n,pos,23
8705,664,语,n,pos,24
8709,664,现实,n,pos,25
8716,664,女生,n,pos,28
8730,665,学生,n,pos,1
8739,665,维权,n,pos,3
8741,666,河南,ns,pos,1
8743,666,智齿,n,pos,3
8758,667,机会,n,pos,8
8767,668,学校,n,pos,2
8768,668,领导,n,pos,3
8777,668,公司,n,pos,5
8781,669,高层,n,pos,2
8790,669,社会,n,pos,5
8791,669,矛盾,an,pos,6
8797,669,全网,n,pos,9
8798,669,整治,n,pos,10
8803,670,四川,ns,pos,1
8804,670,党员,n,pos,2
8805,670,影响,vn,pos,3
8809,672,瓷,ng,pos,3
8816,672,广告费,n,pos,7
8819,673,男,n,pos,1
8821,673,现实,n,pos,2
8826,673,网络,n,pos,5
8833,673,女生,n,pos,8
8840,674,建议,n,pos,1
8843,674,从小红,nr,pos,3
8844,674,书,n,pos,4
8847,676,厕所,n,pos,1
8855,678,企业,n,pos,2
8856,678,责任,n,pos,3
8865,679,郭嘉,nr,pos,4
8869,679,巡查,vn,pos,6
8872,679,彻查,vn,pos,8
8878,679,黛,ng,pos,11
8880,679,手,n,pos,12
8884,680,雷霆,nr,pos,1
8885,680,手段,n,pos,2
8888,680,菩萨心肠,n,pos,4
8892,681,公司,n,pos,1
8897,681,仙女,n,pos,2
8903,681,仙女,n,pos,5
8904,681,利益,n,pos,6
8910,683,沙袋,n,pos,2
8918,684,科技,n,pos,2
8919,684,大学,n,pos,3
8922,684,四川大学,nt,pos,4
8923,684,脸,n,pos,5
8937,685,男生,n,pos,6
8947,687,语,ng,pos,1
8948,688,培训基地,nz,pos,1
8949,689,榛蘑,nz,pos,1
8953,689,福气,n,pos,2
8956,691,游戏,n,pos,2
8957,691,纳亚,nr,pos,3
8958,691,菲利,ns,pos,4
8962,691,汪汪,nr,pos,5
8963,691,队,n,pos,6
8964,691,队友,n,pos,7
8972,692,学历,n,pos,3
8980,692,萝卜,n,pos,7
8986,692,网络,n,pos,10
8992,692,学校,n,pos,14
8993,692,学生,n,pos,15
8997,692,工作,vn,pos,18
9000,692,能力,n,pos,19
9012,692,谣言,n,pos,23
9020,692,猪,n,pos,26
9021,692,网民,n,pos,27
9022,692,评论,n,pos,28
9037,695,正确对待,n,pos,3
9050,697,复联,nt,pos,3
9052,698,和稀泥,nr,pos,1
9053,698,下场,n,pos,2
9055,699,足球队,n,pos,1
9057,699,成体,n,pos,2
9060,699,血,n,pos,4
9074,699,成体,n,pos,10
9077,699,队友,n,pos,11
9085,699,体育,vn,pos,15
9089,699,大巴,n,pos,18
9093,699,连人,n,pos,20
9103,699,保安,nz,pos,24
9105,699,学生,n,pos,25
9107,699,干嘛,n,pos,27
9115,699,大巴,n,pos,29
9123,699,学校,n,pos,33
9124,699,保安,nz,pos,34
9129,699,鸟,n,pos,35
9132,699,学校,n,pos,36
9142,700,学生,n,pos,3
9144,700,学生,n,pos,4
9146,700,毕业,n,pos,5
9148,700,失业,n,pos,6
9153,701,男,n,pos,2
9159,703,张威,nr,pos,1
9162,703,老师,n,pos,2
9163,703,领导,n,pos,3
9165,703,巧克力,nr,pos,4
9169,704,男,n,pos,1
9175,704,特权,n,pos,4
9177,705,君子,n,pos,1
9180,705,危墙,n,pos,3
9186,705,伤情,n,pos,7
9190,706,川军,nr,pos,3
9193,707,假设,vn,pos,1
9198,707,老板,n,pos,3
9200,707,公司,n,pos,4
9201,707,高管,n,pos,5
9204,707,张女士,nr,pos,7
9212,708,张女士,nr,pos,2
9215,708,保女,n,pos,4
9217,708,荣,n,pos,6
9218,708,学校,n,pos,7
9219,708,学生,n,pos,8
9222,708,老板,n,pos,9
9224,708,高管,n,pos,10
9227,708,勇士,n,pos,11
9229,709,老板,n,pos,1
9237,709,小慧君,nr,pos,4
9242,709,公司,n,pos,7
9253,710,保女,n,pos,2
9258,710,量,n,pos,6
9271,711,把柄,n,pos,4
9273,712,优秀党员,n,pos,1
9274,712,代表,n,pos,2
9276,712,张薇,nr,pos,3
9279,712,冰山,ns,pos,5
9284,713,学生,n,pos,2
9287,713,公司,n,pos,4
9291,713,公司,n,pos,5
9296,714,企业,n,pos,1
9300,714,人品,n,pos,3
9304,714,能力,n,pos,4
9306,714,名气,n,pos,5
9311,714,人品,n,pos,7
9314,714,能力,n,pos,9
9325,715,女同学,n,pos,2
9327,715,男同学,n,pos,3
9336,715,男,n,pos,9
9337,715,住院,n,pos,10
9341,715,上学,n,pos,12
9344,717,大学,n,pos,1
9349,718,学校,n,pos,1
9356,718,后果,n,pos,2
9362,719,图图,n,pos,3
9374,722,四川人,nz,pos,1
9376,722,耙,n,pos,2
9377,722,耳朵,n,pos,3
9384,722,男朋友,n,pos,7
9386,722,校领导,n,pos,8
9388,722,校领导,n,pos,9
9389,722,耙,n,pos,10
9390,722,耳朵,n,pos,11
9393,723,含金量,n,pos,3
9395,724,互联网,n,pos,1
9397,724,记忆,n,pos,2
9401,725,连带,n,pos,2
9402,725,男生,n,pos,3
9408,726,抄底,n,pos,1
9410,727,开女,n,pos,2
9413,727,火速,n,pos,4
9417,728,服务,vn,pos,1
9418,729,越网,nz,pos,1
9423,730,法律,n,pos,1
9425,730,人心,n,pos,2
9438,732,老鼠屎,n,pos,5
9441,733,四川,ns,pos,1
9442,733,基本操作,n,pos,2
9443,734,聚集地,n,pos,1
9446,735,女儿,n,pos,1
9450,735,敢报,n,pos,3
9455,735,腿,n,pos,5
9460,736,四川,ns,pos,1
9463,736,耙,n,pos,2
9464,736,耳朵,n,pos,3
9469,736,大学,n,pos,5
9473,736,耙,n,pos,6
9474,736,耳朵,n,pos,7
9477,737,志愿,n,pos,3
9480,737,山,n,pos,5
9492,737,志愿,n,pos,12
9494,738,好人,n,pos,1
9498,738,枪,n,pos,2
9508,739,老板,n,pos,3
9515,739,老板,n,pos,6
9516,739,网暴,n,pos,7
9521,740,法律,n,pos,1
9523,740,律,nr,pos,3
9527,740,学生,n,pos,5
9530,740,网暴,n,pos,6
9533,740,地铁,n,pos,8
9536,740,大叔,n,pos,9
9539,740,证明,n,pos,11
9540,740,治学,n,pos,12
9542,740,现象,n,pos,14
9546,741,四川,ns,pos,1
9547,741,男人,n,pos,2
9548,741,耙,n,pos,3
9549,741,耳朵,n,pos,4
9552,741,四学,n,pos,6
9554,741,耙,n,pos,7
9555,741,耳朵,n,pos,8
9561,742,学校,n,pos,3
9564,742,校风,n,pos,4
9567,742,学术,n,pos,6
9570,742,校长,n,pos,7
9573,742,后勤,n,pos,9
9575,743,公司,n,pos,1
9588,744,劳动法,n,pos,3
9597,745,把柄,n,pos,3
9604,745,论题,n,pos,5
9605,746,蛇鼠,n,pos,1
9607,746,窝,n,pos,2
9610,746,中国,ns,pos,4
9623,747,热度,n,pos,3
9627,747,热,n,pos,5
9631,747,事情,n,pos,8
9635,747,风气,n,pos,9
9639,747,趋势,n,pos,12
9645,747,国,n,pos,14
9648,747,样子,n,pos,17
9659,747,信仰,n,pos,19
9661,748,弟,n,pos,1
9664,748,报,n,pos,3
9668,748,音,n,pos,6
9672,749,公司,n,pos,1
9675,749,明文,nr,pos,2
9680,749,学校,n,pos,5
9681,749,学生,n,pos,6
9696,749,事,n,pos,10
9707,749,中国,ns,pos,16
9713,750,榨干,n,pos,1
9718,750,价值,n,pos,3
9721,750,价值,n,pos,5
9722,751,学生,n,pos,1
9731,751,硬气,n,pos,6
9735,751,大学,n,pos,7
9740,751,废物,n,pos,9
9750,752,公司,n,pos,3
9754,752,声明,n,pos,5
9757,752,锤子,n,pos,6
9763,752,声明,n,pos,7
9770,752,野鸡,n,pos,9
9771,752,公司,n,pos,10
9776,753,学校,n,pos,1
9778,753,学生,n,pos,2
9780,754,热度,n,pos,2
9783,754,垃圾,n,pos,3
9784,754,公司,n,pos,4
9794,756,男,n,pos,1
9822,759,无辜,n,pos,2
9823,759,学生,n,pos,3
9825,759,校领导,n,pos,4
9829,759,调职,vn,pos,6
9833,759,无辜,n,pos,7
9834,759,学生,n,pos,8
9838,759,影响,vn,pos,9
9843,760,公司,n,pos,2
9850,761,绿牌,n,pos,2
9856,762,学生,n,pos,2
9868,763,公司,n,pos,1
9873,763,会计师,n,pos,2
9874,763,事务所,n,pos,3
9877,763,外资,n,pos,4
9881,763,内资,n,pos,6
9888,763,事务所,n,pos,10
9890,763,晏清,nr,pos,11
9895,763,律,nr,pos,12
9896,763,所界,n,pos,13
9898,763,内资,n,pos,15
9900,763,级别,n,pos,17
9905,763,公司,n,pos,19
9909,763,别以为,nr,pos,20
9921,763,股东,n,pos,25
9925,763,律,nr,pos,27
9926,763,协,n,pos,28
9933,763,事务所,n,pos,33
9935,763,普通人,n,pos,34
9936,763,想象,n,pos,35
9938,763,有限公司,n,pos,37
9940,764,楼主,n,pos,2
9958,765,咨询,vn,pos,6
9967,766,建议您,nr,pos,1
9972,766,背景,n,pos,3
9974,766,细节,n,pos,4
9975,766,信息,n,pos,5
9982,766,情况,n,pos,8
9986,766,建议,n,pos,10
9998,766,责任人,n,pos,12
10006,766,信息,n,pos,14
10016,767,常规,n,pos,1
10017,767,法律,n,pos,2
10018,767,原则,n,pos,3
10024,767,证据,n,pos,4
10038,767,有权,n,pos,6
10048,767,标准,n,pos,9
10050,767,程序,n,pos,10
10054,767,法律法规,n,pos,12
10058,767,政策,n,pos,14
10060,768,建议您,nr,pos,1
10061,768,咨询,vn,pos,2
10062,768,专业,n,pos,3
10063,768,法律,n,pos,4
10065,768,保险机构,n,pos,5
10075,768,建议,n,pos,8
10077,768,指导,n,pos,9
10081,768,合法权益,n,pos,11
10089,769,信息,n,pos,3
10106,769,咨询,vn,pos,5
10108,770,祝您,nr,pos,1
10112,771,老哥,n,pos,1
10115,771,毕业,n,pos,4
10119,771,试试,vn,pos,6
10120,771,水,n,pos,7
10123,773,四川,ns,pos,1
10124,773,学校,n,pos,2
10129,774,事,n,pos,2
10136,776,毕业,n,pos,3
10146,776,屁,n,pos,4
10150,777,公司,n,pos,1
10158,778,男,n,pos,1
10160,778,男女,n,pos,2
10161,778,咸钕,nr,pos,3
10166,779,北京,ns,pos,2
10168,779,律,nr,pos,3
10171,779,网,n,pos,4
10180,779,音,n,pos,10
10181,779,哔站,n,pos,11
10184,779,水军,n,pos,12
10187,780,小企业,n,pos,1
10194,780,热度,n,pos,5
10200,782,事务所,n,pos,2
10204,782,公司,n,pos,3
10206,782,热度,n,pos,5
10212,782,公司,n,pos,6
10215,782,招,n,pos,8
10216,782,毕业,n,pos,9
10221,782,学校,n,pos,11
10223,782,处理结果,n,pos,12
10234,783,典范,n,pos,4
10246,785,实力,n,pos,5
10249,786,百年老,n,pos,1
10250,786,校,ng,pos,2
10262,787,毕业生,n,pos,1
10268,787,工作,vn,pos,3
10270,787,影响,vn,pos,4
10273,788,男生,n,pos,1
10276,788,报,n,pos,2
10278,788,女生,n,pos,3
10280,788,报,n,pos,5
10288,788,女子,n,pos,7
10289,788,学院,n,pos,8
10293,788,贵族,n,pos,9
10294,788,学院,n,pos,10
10301,789,男,n,pos,1
10305,789,女能,n,pos,3
10309,790,堵不如疏,nr,pos,1
10311,790,大众,n,pos,2
10312,790,舆情,n,pos,3
10315,790,众口,n,pos,5
10323,791,天堂,n,pos,1
10325,792,社会,n,pos,1
10330,792,代价,n,pos,4
10335,792,犯罪,vn,pos,6
10343,792,保研,n,pos,10
10350,792,污蔑,vn,pos,15
10351,792,一帮人,n,pos,16
10358,792,中国,ns,pos,19
10359,792,男人,n,pos,20
10360,792,地位,n,pos,21
10362,792,战争,n,pos,22
10367,793,堂堂,n,pos,1
10371,793,学霸,n,pos,4
10378,793,校领导,n,pos,6
10381,793,坏名声,n,pos,8
10382,794,男,n,pos,1
10383,794,学生,n,pos,2
10386,795,兄弟,n,pos,1
10406,795,诬告者,n,pos,4
10413,795,公平,n,pos,7
10427,796,天堂,n,pos,2
10428,797,互联网,n,pos,1
10429,797,记忆力,n,pos,2
10438,799,小丑,nr,pos,2
10443,800,党员,n,pos,2
10447,800,校规,n,pos,3
10448,800,开除党籍,n,pos,4
10454,802,事件,n,pos,1
10455,802,当事人,n,pos,2
10457,802,校方,n,pos,3
10458,802,管理层,n,pos,4
10468,802,学生,n,pos,8
10475,802,毕业生,n,pos,11
10484,802,领导,n,pos,13
10485,802,祖宗,nr,pos,14
10487,802,问候,n,pos,16
10491,804,公司,n,pos,1
10495,804,情况,n,pos,3
10504,804,成本,n,pos,8
10511,804,工资,vn,pos,9
10524,805,系统,n,pos,2
10531,805,公司,n,pos,4
10537,805,父母官,n,pos,5
10539,805,小心,n,pos,6
10541,808,领导班子,n,pos,1
10548,808,学生,n,pos,7
10549,809,力,n,pos,1
10551,809,传媒界,n,pos,2
10552,809,光哥,n,pos,3
10557,809,粉,n,pos,5
10559,810,劳资,vn,,1
10560,810,蜀道,ns,,2
10561,810,山,n,,3
